年份,cid
2020,269907394
2020,270283611
2020,269652851
2020,268018565
2020,269010123
2020,269665077
2020,268920902
2020,268245153
2020,268349190
2020,268240143
2020,268104568
2020,267913512
2020,268258040
2020,268733960
2020,268578686
2020,269348985
2020,268573403
2020,269311545
2020,271782979
2020,272093581
2020,271223266
2020,272717713
2020,270181300
2020,270287832
2020,270868046
2020,272498937
2020,272339322
2020,283851334
2020,272247637
2020,272856896
2020,270830815
2020,271391218
2020,273560272
2020,271934868
2020,271622295
2020,273009420
2020,272012580
2020,271241126
2020,271191516
2020,272451456
2020,270601520
2020,271033849
2020,270839289
2020,270745502
2020,272370859
2020,272780303
2020,271987549
2020,271387869
2021,277013146
2021,277835841
2021,272245694
2021,275437095
2021,274913026
2021,278154209
2021,276797129
2021,274913853
2021,277259593
2021,276286763
2021,276826546
2021,277420744
2021,275708314
2021,275660711
2021,277563317
2021,277381849
2021,277818623
2021,277609419
2021,275883661
2021,275176613
2021,277069281
2021,275311897
2021,276470129
2021,277605602
2021,274814053
2021,274844089
2021,276475984
2021,278662053
2021,278884488
2021,276679366
2021,276669378
2021,279541957
2021,281381858
2021,279984604
2021,279940621
2021,281527531
2021,281550780
2021,281076241
2021,280059202
2021,279787939
2021,279946060
2021,281794308
2021,282371256
2021,281767792
2021,279434252
2021,281502142
2021,281725473
2021,279768568
2021,280426776
2021,281087240
2021,279052378
2021,281122533
2021,279731111
2021,281277268
2021,280663423
2021,279801502
2021,279752905
2021,281189912
2021,280644110
2021,281980332
2021,383775987
2021,283541679
2021,285178787
2021,283831789
2021,282117665
2021,286445159
2021,282952760
2021,283223937
2021,284243371
2021,284847936
2021,282945030
2021,283887136
2021,283912013
2021,283035859
2021,282720115
2021,282453456
2021,283963297
2021,283472100
2021,285470269
2021,281767792
2021,285596008
2021,283532842
2021,282784804
2021,282438052
2021,282464538
2021,284446018
2021,283449698
2021,283021945
2021,285295093
2021,283539919
2021,285834143
2021,286150264
2021,286211816
2021,287993093
2021,286429666
2021,284423469
2021,288302476
2021,288216822
2021,286915955
2021,285948702
2021,287591163
2021,285286977
2021,287776899
2021,285410086
2021,286073745
2021,289167113
2021,286745977
2021,288961567
2021,285597781
2021,288859184
2021,287699014
2021,287753483
2021,288766882
2021,288685176
2021,285644392
2021,288917423
2021,285951192
2021,287158642
2021,288881220
2021,285809643
2021,288029655
2021,292072396
2021,289711703
2021,290523572
2021,290465132
2021,291683530
2021,290727759
2021,293215387
2021,289220053
2021,289810585
2021,290948058
2021,290006948
2021,291778863
2021,289896454
2021,288918626
2021,292356381
2021,289378621
2021,290419068
2021,291328313
2021,288663549
2021,291985304
2021,290122691
2021,290107000
2021,289386774
2021,290652933
2021,291153614
2021,290294254
2021,291649498
2021,289726796
2021,292524919
2021,290558690
2021,291931246
2021,443735586
2021,295741744
2021,294968126
2021,296704802
2021,295708611
2021,295529636
2021,294950014
2021,293192632
2021,296092473
2021,293566868
2021,296049054
2021,294933249
2021,296516805
2021,292559139
2021,294929309
2021,292188375
2021,294772001
2021,293256187
2021,293989219
2021,296059997
2021,294935099
2021,293053800
2021,294184380
2021,293768394
2021,295663981
2021,294508237
2021,294939673
2021,291367405
2021,294516749
2021,295664227
2021,295635880
2021,293191603
2021,293586970
2021,293604342
2021,299143133
2021,293471183
2021,294792762
2021,299328303
2021,296655708
2021,297782791
2021,299061065
2021,297615259
2021,297730598
2021,299458113
2021,298442999
2021,293780858
2021,372193445
2021,466361744
2021,298877495
2021,294705287
2021,298302821
2021,297655497
2021,296717938
2021,298807945
2021,296344460
2021,298988257
2021,297581182
2021,298348050
2021,298399205
2021,297058337
2021,297061605
2021,298286881
2021,299179949
2021,307412123
2021,298233312
2021,295754817
2021,298056465
2021,302941541
2021,301303237
2021,301324537
2021,299443176
2021,751221609
2021,300695793
2021,297710016
2021,302414451
2021,303583680
2021,300836386
2021,301291943
2021,301910539
2021,300634280
2021,321997889
2021,302428749
2021,301645276
2021,301365643
2021,300703141
2021,307412192
2021,300425063
2021,301598398
2021,299660825
2021,301939360
2021,302726765
2021,301633936
2021,302238119
2021,301092755
2021,301195087
2021,300249317
2021,301033441
2021,300264829
2021,299852241
2021,300809429
2021,302471033
2021,305165767
2021,303252831
2021,304372952
2021,305113319
2021,304247143
2021,305927138
2021,305425315
2021,305995983
2021,304698927
2021,303358825
2021,302961710
2021,305941674
2021,305555816
2021,305953505
2021,305418387
2021,301051268
2021,303334590
2021,746968758
2021,305174809
2021,305222610
2021,303187674
2021,303703175
2021,303017010
2021,303267467
2021,304028752
2021,303609412
2021,305139972
2021,305710421
2021,303813959
2021,305385311
2021,299677058
2021,303603560
2021,304265137
2021,308582071
2021,309012847
2021,309001133
2021,308171928
2021,307536836
2021,306166888
2021,306034675
2021,307396258
2021,1014679868
2021,307964995
2021,306242240
2021,308937891
2021,307072456
2021,306528859
2021,308511166
2021,308040454
2021,392045870
2021,308223191
2021,307269481
2021,306628657
2021,308538196
2021,307566665
2021,306901769
2021,306078902
2021,307905180
2021,306490038
2021,308515890
2021,306277190
2021,307661587
2021,312602844
2021,308322233
2021,309289266
2021,306170243
2021,303835374
2021,310738952
2021,311866717
2021,310072375
2021,310571497
2021,312146490
2021,311496176
2021,309778762
2021,310747563
2021,309269770
2021,308831276
2021,311413133
2021,311164344
2021,310506864
2021,311607165
2021,311757832
2021,310606368
2021,311097839
2021,309026776
2021,311666561
2021,309899951
2021,311104084
2021,309967634
2021,309315625
2021,309318231
2021,309172902
2021,309235406
2021,311499680
2021,311544025
2021,311060011
2021,308760308
2021,309672237
2021,307976715
2021,310350508
2021,309065841
2021,312344457
2021,314796068
2021,314136807
2021,314668945
2021,312637453
2021,312603214
2021,321995476
2021,313639936
2021,312839677
2021,313797684
2021,313549591
2021,314043632
2021,313064790
2021,312113045
2021,312885904
2021,312713146
2021,312599392
2021,312985673
2021,314386925
2021,312474986
2021,313681315
2021,313697560
2021,314735555
2021,313846295
2021,313832582
2021,314049698
2021,314548726
2021,312136918
2021,313089488
2021,311947029
2021,313492053
2021,312937683
2021,312929675
2021,312260351
2021,314679497
2021,314646966
2021,312880071
2021,312162173
2021,317694182
2021,318436216
2021,315436144
2021,315710506
2021,318815658
2021,315581121
2021,345343728
2021,316913324
2021,315096042
2021,317399996
2021,314989990
2021,318435715
2021,315315079
2021,316403039
2021,317046951
2021,316969674
2021,317498792
2021,315493739
2021,316805454
2021,315922575
2021,315490788
2021,317326100
2021,315551145
2021,315414265
2021,315295287
2021,315630743
2021,318248870
2021,315764722
2021,316223143
2021,317806338
2021,315499757
2021,316432078
2021,317109059
2021,317152582
2021,317255805
2021,317867347
2021,318255304
2021,315807368
2021,317716293
2021,321040071
2021,329445286
2021,319562818
2021,321455432
2021,319503892
2021,385914083
2021,321460720
2021,320404582
2021,319509735
2021,319895466
2021,321252381
2021,317973392
2021,320887496
2021,318810263
2021,326670900
2021,320594572
2021,320828279
2021,318195873
2021,320212596
2021,317094680
2021,319165979
2021,318983853
2021,320634991
2021,320660554
2021,318865069
2021,319807600
2021,318464066
2021,319669479
2021,320119664
2021,318043130
2021,320585601
2021,320960607
2021,343469789
2021,319036612
2021,320751764
2021,323723441
2021,322798333
2021,324884146
2021,325414150
2021,321134107
2021,322291425
2021,322239920
2021,322701220
2021,322412496
2021,324033212
2021,321760539
2021,324253726
2021,323127596
2021,322892889
2021,324633642
2021,323880688
2021,324166399
2021,323665521
2021,321821910
2021,323724293
2021,322531453
2021,324192596
2021,324098379
2021,323687418
2021,321633252
2021,323631644
2021,323025434
2021,321602425
2021,323155326
2021,322608357
2021,323888986
2021,324138206
2021,321405242
2021,323477699
2021,322566806
2021,322100727
2021,323105357
2021,324564214
2021,322907407
2021,324134865
2021,327694415
2021,327707130
2021,325338403
2021,336951309
2021,330271886
2021,326948714
2021,326933705
2021,325326289
2021,326024985
2021,326162506
2021,325797685
2021,330067613
2021,325464655
2021,327484381
2021,327106698
2021,326575842
2021,325138782
2021,325632297
2021,327201839
2021,324662717
2021,326235578
2021,324733122
2021,325559359
2021,326028355
2021,326893097
2021,327225139
2021,326833521
2021,324868657
2021,326200456
2021,326166700
2021,327632391
2021,326951381
2021,324553164
2021,325716403
2021,324521145
2021,325150609
2021,324567326
2021,326356514
2021,324552319
2021,328898616
2021,328764377
2021,328624599
2021,328732564
2021,327707130
2021,329560081
2021,344931728
2021,329325019
2021,334614768
2021,328783433
2021,330430839
2021,328111101
2021,330013961
2021,330600473
2021,330277116
2021,329680469
2021,330666115
2021,330591530
2021,328066347
2021,330422880
2021,327647440
2021,329969703
2021,329008476
2021,328165035
2021,328276573
2021,328091335
2021,330758346
2021,328611783
2021,327484381
2021,329086233
2021,327916617
2021,327809531
2021,328606352
2021,329296191
2021,330471015
2021,330462975
2021,329928998
2021,328101674
2021,339347143
2021,334861119
2021,332560868
2021,332863047
2021,331599825
2021,332332433
2021,331618446
2021,332877650
2021,330013643
2021,333175846
2021,331476493
2021,331121631
2021,334068180
2021,331846955
2021,333678528
2021,332489545
2021,333203729
2021,330828770
2021,333197119
2021,331618856
2021,334421530
2021,332513902
2021,334195686
2021,334573846
2021,333117780
2021,331193425
2021,332278855
2021,333244517
2021,334488537
2021,332967390
2021,331834900
2021,331493173
2021,334584562
2021,333734925
2021,334809595
2021,330964106
2021,330384138
2021,330622595
2021,338227572
2021,335748601
2021,335034864
2021,335420676
2021,337026880
2021,337380413
2021,389661611
2021,337948216
2021,335064176
2021,336154394
2021,335688337
2021,334393727
2021,337590980
2021,334809595
2021,337355527
2021,336815752
2021,337674717
2021,337163580
2021,335255048
2021,337337083
2021,337953446
2021,335345247
2021,336275709
2021,335627645
2021,336976121
2021,334728199
2021,335684841
2021,335543692
2021,338057499
2021,334772335
2021,334831724
2021,335148190
2021,337075337
2021,337062632
2021,335913217
2021,339320690
2021,341457723
2021,341808079
2021,341294047
2021,338998855
2021,341074456
2021,338394337
2021,373384747
2021,339484504
2021,338437607
2021,340398731
2021,338483635
2021,339730396
2021,339627596
2021,338120651
2021,338331799
2021,340053173
2021,338077814
2021,340849714
2021,338608262
2021,339377643
2021,340334533
2021,337674717
2021,339166786
2021,340950175
2021,345085504
2021,341512829
2021,341027221
2021,338382631
2021,341535921
2021,341171593
2021,340819455
2021,341441444
2021,338510730
2021,338303792
2021,339270449
2021,340478212
2021,338414475
2021,344413347
2021,341921980
2021,343529826
2021,344014714
2021,343527728
2021,343454342
2021,344258397
2021,344111823
2021,344108455
2021,343038125
2021,342306998
2021,341535921
2021,344747530
2021,344748902
2021,344158205
2021,343174354
2021,449998897
2021,342145127
2021,343685815
2021,347613050
2021,341483120
2021,343544022
2021,341937015
2021,342833842
2021,343133889
2021,341191595
2021,340873249
2021,342888250
2021,341441444
2021,344898129
2021,343919380
2021,341983543
2021,344083610
2021,344960415
2021,342651838
2021,342547281
2021,344727322
2021,344813329
2021,347141144
2021,347893257
2021,347690981
2021,345281681
2021,346167579
2021,345038560
2021,346915698
2021,345657648
2021,346749814
2021,345570578
2021,345504453
2021,346910923
2021,346509874
2021,345460974
2021,346280920
2021,345685486
2021,347444761
2021,346778541
2021,344898129
2021,348112650
2021,347328135
2021,346877101
2021,347300655
2021,345381020
2021,346396554
2021,346321034
2021,345609886
2021,346284610
2021,345843037
2021,344844073
2021,347672026
2021,346400744
2021,347047901
2021,345871364
2021,347485269
2021,347866803
2021,351938442
2021,345532644
2021,347833325
2021,345057480
2021,350821534
2021,348473222
2021,351358179
2021,348112650
2021,351541086
2021,350446828
2021,350956292
2021,351423127
2021,348941354
2021,348863285
2021,349272588
2021,350526631
2021,350235654
2021,350896505
2021,349057244
2021,350113191
2021,349131862
2021,347690981
2021,351066574
2021,346910923
2021,348961435
2021,348628988
2021,350247095
2021,347833325
2021,348285439
2021,352794115
2021,351253587
2021,350392453
2021,348683468
2021,348847749
2021,350393673
2021,349439768
2021,349885472
2021,349821241
2021,353933239
2021,349807250
2021,351717846
2021,350980875
2021,349140671
2021,351824384
2021,352427513
2021,353063984
2021,353306410
2021,351664222
2021,352691756
2021,356271223
2021,353282955
2021,354797153
2021,354482302
2021,355360559
2021,354663134
2021,354568927
2021,351116231
2021,352196086
2021,354201191
2021,353063187
2021,353097525
2021,354610485
2021,354880018
2021,354980912
2021,352880615
2021,355368300
2021,353446744
2021,355399193
2021,352909974
2021,352863371
2021,352412122
2021,354249583
2021,353175494
2021,352476217
2021,354779654
2021,354026196
2021,352522900
2021,352645018
2021,355152359
2021,435074530
2021,355250712
2021,358593291
2021,356207127
2021,357126299
2021,357052502
2021,359221668
2021,354056018
2021,356307962
2021,355368300
2021,355980341
2021,358387044
2021,357558490
2021,355653159
2021,357482159
2021,357939185
2021,377401488
2021,355653847
2021,358059675
2021,357220361
2021,357612975
2021,357051826
2021,356810118
2021,357881925
2021,355475847
2021,358255517
2021,357022260
2021,357567874
2021,355957580
2021,357683619
2021,357107090
2021,355718227
2021,357942773
2021,358098214
2021,358069231
2021,357085271
2021,359097188
2021,358387193
2021,358431859
2021,364139312
2021,362416394
2021,361932939
2021,360227614
2021,362412990
2021,362297079
2021,362509839
2021,359534812
2021,359858024
2021,360536740
2021,358387193
2021,361664779
2021,362173085
2021,362859809
2021,362555552
2021,359005913
2021,361108815
2021,360194274
2021,361036249
2021,361092229
2021,359577041
2021,361870448
2021,358895221
2021,359329970
2021,358593291
2021,361669594
2021,360416569
2021,361546923
2021,360745765
2021,394245305
2021,361711669
2021,359631263
2021,362085994
2021,360560132
2021,359754763
2021,360954582
2021,362173331
2021,363419037
2021,361638761
2021,364849402
2021,365306735
2021,363792017
2021,361965530
2021,363171604
2021,363492117
2021,365427490
2021,364895808
2021,364101103
2021,364190420
2021,364236331
2021,366196830
2021,365327336
2021,363923806
2021,365700994
2021,364789983
2021,363222401
2021,364052717
2021,365539565
2021,363388930
2021,365327734
2021,363785183
2021,366425020
2021,363145124
2021,365985794
2021,366230661
2021,364755013
2021,362860997
2021,365648113
2021,364123873
2021,363661176
2021,366429833
2021,362871137
2021,361632539
2021,365590092
2021,363275882
2021,365004772
2021,362514697
2021,365514122
2021,366054386
2021,369658715
2021,368984666
2021,368462492
2021,366353563
2021,370777196
2021,368645657
2021,367413791
2021,370646052
2021,392786406
2021,366632775
2021,367452899
2021,369664114
2021,369288823
2021,367960429
2021,369577735
2021,366230588
2021,367906665
2021,367277024
2021,366994280
2021,367697982
2021,368536611
2021,366727176
2021,370201534
2021,366327309
2021,369271250
2021,370261615
2021,366996300
2021,366288692
2021,368253892
2021,366719728
2021,366492112
2021,366584660
2021,366230661
2021,368009569
2021,368058251
2021,373194940
2021,371487826
2021,371029115
2021,372800020
2021,372529933
2021,372265651
2021,424362898
2021,371146792
2021,371741640
2021,370830192
2021,373478551
2021,374301449
2021,368145670
2021,370201534
2021,372794050
2021,372571514
2021,371421419
2021,372150753
2021,374407209
2021,374539209
2021,449999221
2021,371224005
2021,373261722
2021,371029153
2021,370599533
2021,374185019
2021,372537896
2021,369556142
2021,370862995
2021,371284503
2021,376819378
2021,372157724
2021,371627001
2021,371037069
2021,370785729
2021,371937180
2021,763692961
2021,377980771
2021,378063175
2021,376112693
2021,376435111
2021,375847448
2021,378277780
2021,374920514
2021,378823499
2021,377207704
2021,377698064
2021,377598942
2021,375654235
2021,375290086
2021,374539209
2021,376325393
2021,377967721
2021,378133679
2021,375728212
2021,375295831
2021,375614735
2021,378406780
2021,377604244
2021,376893302
2021,382562189
2021,375853295
2021,376358642
2021,376054063
2021,375837357
2021,376928990
2021,376214243
2021,377577408
2021,377980808
2021,374980368
2021,378173852
2021,378601967
2021,382886632
2021,380315320
2021,381156110
2021,382910476
2021,385939549
2021,379369975
2021,378020638
2021,380547182
2021,382575103
2021,381668338
2021,381219445
2021,379781136
2021,382521247
2021,382654357
2021,381749604
2021,378601967
2021,380193829
2021,382462886
2021,382233571
2021,382562189
2021,381932962
2021,381598562
2021,380187025
2021,383062783
2021,382372085
2021,381210152
2021,392820361
2021,382535126
2021,381885233
2021,379312963
2021,380064662
2021,379822051
2021,416208792
2021,380430028
2021,377980808
2021,381698737
2021,386163822
2021,543333415
2021,386124641
2021,383776225
2021,386592063
2021,386291357
2021,385676753
2021,383092638
2021,384674900
2021,384357686
2021,384131200
2021,386115047
2021,384801460
2021,386259942
2021,383771664
2021,385500593
2021,383133394
2021,387060016
2021,385655230
2021,383644612
2021,383709542
2021,382484718
2021,387378096
2021,383830016
2021,384755215
2021,383314928
2021,385174640
2021,383785520
2021,383254075
2021,382804764
2021,384102076
2021,383758360
2021,384027080
2021,385046584
2021,746831262
2021,384602642
2021,386921820
2021,382262679
2021,385492246
2021,392402545
2021,388949658
2021,391531548
2021,388300505
2021,391126282
2021,391298125
2021,389713407
2021,389294525
2021,387831193
2021,391016611
2021,387612504
2021,389653649
2021,390412216
2021,390344868
2021,388592251
2021,386755734
2021,389936729
2021,387961119
2021,388907195
2021,387708976
2021,389344986
2021,390182115
2021,391834064
2021,385931462
2021,387486740
2021,387378096
2021,390328702
2021,390865249
2021,392215859
2021,392818218
2021,395048410
2021,388167597
2021,390280383
2021,392456412
2021,391643598
2021,391378420
2021,390683915
2021,391188769
2021,386873608
2021,387879029
2021,388756018
2021,391725810
2021,395637480
2021,392905615
2021,393961061
2021,395898041
2021,804321203
2021,393836402
2021,395060770
2021,396289883
2021,393622129
2021,392861336
2021,392819592
2021,395162229
2021,393315239
2021,395992825
2021,393486196
2021,393536847
2021,396031078
2021,396219858
2021,746825760
2021,396558900
2021,395763537
2021,392725671
2021,396979230
2021,394253036
2021,393095612
2021,395981350
2021,396080906
2021,393678917
2021,395605739
2021,396847092
2021,393553920
2021,396584535
2021,391314907
2021,396903620
2021,396360807
2021,392934852
2021,398684618
2021,399347769
2021,398002499
2021,400718928
2021,400320613
2021,398065692
2021,507856139
2021,490026067
2021,412674180
2021,398966779
2021,400880913
2021,399770550
2021,400939933
2021,399369990
2021,399056437
2021,400765630
2021,398749467
2021,398188726
2021,399098781
2021,401263508
2021,396748261
2021,400815239
2021,398323556
2021,397436048
2021,397851568
2021,397127663
2021,399048105
2021,400249294
2021,396558900
2021,396847092
2021,398755792
2021,396275245
2021,397768211
2021,400748133
2021,401412237
2021,398096125
2021,399588872
2021,400531171
2021,401386798
2021,398334084
2021,398123195
2021,398736527
2021,398139087
2021,498852338
2021,402388367
2021,401384833
2021,412785667
2021,404350104
2021,403595775
2021,404702390
2021,402914657
2021,404562533
2021,407655800
2021,405090389
2021,404069735
2021,404193105
2021,402965118
2021,402510841
2021,405397573
2021,403951743
2021,401903695
2021,404548099
2021,404992276
2021,403788352
2021,401858615
2021,404729160
2021,402803853
2021,404364134
2021,403407766
2021,403766058
2021,403835899
2021,401971703
2021,404072290
2021,404263328
2021,401811406
2021,401817568
2021,403941280
2021,746821218
2021,402913713
2021,401445867
2021,404877547
2021,403177410
2021,404174595
2021,404202186
2021,406183227
2021,404176906
2021,406471362
2021,406385272
2021,407504676
2021,407848025
2021,407532608
2021,406404667
2021,405670311
2021,408464399
2021,408581488
2021,408545185
2021,408510392
2021,408343451
2021,405504967
2021,406642199
2021,408756106
2021,408622775
2021,406141722
2021,410277194
2021,407939271
2021,407114996
2021,407033699
2021,408119243
2021,407348676
2021,406262327
2021,407481220
2021,407091525
2021,408180817
2021,406422412
2021,406137538
2021,408689020
2021,427292435
2021,407062011
2021,746819474
2021,408766474
2021,410526926
2021,411745697
2021,409219692
2021,413404302
2021,410587116
2021,411848676
2021,409353347
2021,412465761
2021,409180179
2021,409952044
2021,410749137
2021,409243820
2021,412179471
2021,410999469
2021,410796656
2021,411046834
2021,411471505
2021,410741446
2021,412213128
2021,413238297
2021,414139131
2021,411850232
2021,410152660
2021,413200506
2021,409968040
2021,411529275
2021,409712858
2021,409686419
2021,410195600
2021,413318481
2021,410593546
2021,409450448
2021,411557733
2021,746817487
2021,409134469
2021,409682936
2021,411157817
2021,415920430
2021,417192047
2021,414922025
2021,415761826
2021,414984360
2021,415655217
2021,414866338
2021,416034161
2021,447740645
2021,415414532
2021,414524235
2021,421638415
2021,414184999
2021,415367415
2021,414064339
2021,413843664
2021,415586745
2021,415507968
2021,413571403
2021,414977252
2021,413709435
2021,416753222
2021,415831655
2021,416484834
2021,413200506
2021,414119768
2021,414787866
2021,415232261
2021,413440316
2021,414060918
2021,416154778
2021,412678571
2021,414390069
2021,417262486
2021,417048570
2021,414918928
2021,419878053
2021,418586809
2021,419951043
2021,420080628
2021,418544724
2021,418092211
2021,418846190
2021,417440767
2021,418857530
2021,417370141
2021,420784499
2021,418521163
2021,420275955
2021,420270659
2021,415994521
2021,417908184
2021,419374289
2021,417556404
2021,420703105
2021,419266337
2021,420857369
2021,418406447
2021,423937964
2021,418130945
2021,417459963
2021,421416333
2021,415981722
2021,791976513
2021,420473210
2021,420797526
2021,420227717
2021,416788055
2021,420554885
2021,418937764
2021,417589939
2021,420053413
2021,419108758
2021,420938343
2021,423705395
2021,422534532
2021,421416333
2021,442408048
2021,422825013
2021,421217809
2021,421769791
2021,423945158
2021,422279790
2021,421380834
2021,420487244
2021,422422228
2021,423393263
2021,421892580
2021,423777621
2021,493546126
2021,423422833
2021,420634107
2021,423840302
2021,423546825
2021,417504866
2021,422980361
2021,424378666
2021,424928823
2021,423159186
2021,423376213
2021,910232928
2021,424838206
2021,423027785
2021,423103847
2021,422277084
2021,425073689
2021,422697478
2021,424713389
2021,423322238
2021,432192625
2021,422503761
2021,420895018
2021,422630307
2021,423307798
2021,421772587
2021,426711793
2021,425901536
2021,427950959
2021,427613299
2021,426137903
2021,422557747
2021,427987198
2021,427194918
2021,428063975
2021,425423175
2021,425086639
2021,427601700
2021,428169250
2021,426227287
2021,427148741
2021,426034384
2021,426962032
2021,425426474
2021,428346742
2021,431612552
2021,423006242
2021,427799208
2021,425811686
2021,425118465
2021,426622761
2021,427953849
2021,426378806
2021,426554984
2021,426716741
2021,427384617
2021,425530318
2021,425501803
2021,426968316
2021,426138960
2021,427722631
2021,427003517
2021,427161359
2021,430068137
2021,429336381
2021,430762331
2021,429140372
2021,430636506
2021,430863384
2021,430128798
2021,430054194
2021,431186996
2021,431505798
2021,431381213
2021,429753283
2021,429891904
2021,430609382
2021,432085983
2021,429198894
2021,430737500
2021,431821627
2021,429069183
2021,431790476
2021,429109665
2021,431977238
2021,431441893
2021,431764027
2021,430666909
2021,428523468
2021,428820245
2021,430112044
2021,432427737
2021,426776971
2021,431114055
2021,429025197
2021,428711459
2021,432303588
2021,428966179
2021,431586962
2021,431324272
2021,429064840
2021,432333794
2021,431702366
2021,430640855
2021,431948133
2021,432900844
2021,435406178
2021,435852540
2021,434527066
2021,434269151
2021,436967622
2021,432845182
2021,432872761
2021,433797348
2021,433052910
2021,435782747
2021,432917864
2021,434175560
2021,433522583
2021,435007780
2021,432930165
2021,429741558
2021,434639380
2021,432201689
2021,432204753
2021,432545147
2021,432814440
2021,433784476
2021,434423005
2021,433119550
2021,435000559
2021,433682141
2021,432764150
2021,434993348
2021,434147811
2021,434362760
2021,434076635
2021,433091457
2021,436170155
2021,434761498
2021,433372308
2021,433035126
2021,434285052
2021,435657084
2021,436263528
2021,432455374
2021,433915016
2021,436907849
2021,437586584
2021,437179664
2021,746788965
2021,438860410
2021,437727122
2021,439325784
2021,436650066
2021,437771656
2021,436808460
2021,437497690
2021,436294088
2021,436964714
2021,436634030
2021,438117023
2021,438287092
2021,435900475
2021,439992534
2021,438059408
2021,437885433
2021,440151939
2021,437226803
2021,437371210
2021,438198616
2021,436476216
2021,438554947
2021,437049092
2021,438724710
2021,435758636
2021,439421571
2021,436827641
2021,436636183
2021,439242136
2021,438730688
2021,440428201
2021,436321538
2021,439081816
2021,436881852
2021,437207875
2021,439823968
2021,439109586
2021,437296742
2021,440193681
2021,442206954
2021,440969532
2021,441076019
2021,441212122
2021,442306088
2021,441270477
2021,443304296
2021,443220416
2021,441245108
2021,442701944
2021,441523934
2021,440913840
2021,441760629
2021,440871344
2021,442057358
2021,443727317
2021,443585849
2021,444430708
2021,441150640
2021,443822990
2021,442347865
2021,443941114
2021,440907350
2021,440914906
2021,442830339
2021,441249171
2021,440374620
2021,446845567
2021,444108675
2021,443528904
2021,444401303
2021,441641532
2021,443191299
2021,441934600
2021,444076628
2021,443835402
2021,436644387
2021,440651328
2021,443525994
2021,441352962
2021,440697906
2021,443649976
2021,445541087
2021,445214535
2021,443301180
2021,445415677
2021,445767835
2021,445491527
2021,448244096
2021,445928156
2021,447644066
2021,443160859
2021,447678614
2021,454478957
2021,448089595
2021,444615190
2021,470539664
2021,446868441
2021,445501805
2021,444533408
2021,445277434
2021,448469850
2021,445599680
2021,447394165
2021,447531389
2021,448504315
2021,450772662
2021,445060306
2021,448196621
2021,444341624
2021,446891099
2021,444108675
2021,444401303
2021,446394964
2021,447859809
2021,445409292
2021,447036388
2021,446068129
2021,442539702
2021,449557519
2021,451236101
2021,448504315
2021,448789123
2021,449082493
2021,449810404
2021,450189304
2021,452812984
2021,452019576
2021,448599597
2021,449739570
2021,452249407
2021,452778668
2021,450400959
2021,453319230
2021,461473868
2021,450158234
2021,442768088
2021,453017653
2021,451974434
2021,453285377
2021,449346547
2021,452471581
2021,448917689
2021,450184649
2021,453292409
2021,449447876
2021,448804513
2021,451076110
2021,453250187
2021,452709064
2021,452791647
2021,449651819
2021,453211746
2021,449361563
2021,448660080
2021,448780874
2021,449673435
2021,451040099
2021,452945199
2021,450073079
2021,449445306
2021,454838563
2021,456200265
2021,455022263
2021,453150876
2021,454933544
2021,455926351
2021,454663234
2021,450620650
2021,454502603
2021,453374478
2021,454612521
2021,456330092
2021,454403210
2021,456939973
2021,454279704
2021,455080364
2021,456471742
2021,455285644
2021,452046546
2021,456297230
2021,454563598
2021,453039069
2021,453319230
2021,456474155
2021,454201213
2021,453876424
2021,454127489
2021,454550059
2021,456870021
2021,455548183
2021,455046416
2021,454535419
2021,455816445
2021,455005753
2021,460186042
2021,455014202
2021,453255249
2021,453307154
2021,456296003
2021,455544235
2021,453396144
2021,454458760
2021,453959576
2021,451974434
2021,459749871
2021,461044036
2021,460221660
2021,459217100
2021,459308538
2021,458365117
2021,459183137
2021,459386131
2021,460011529
2021,458751652
2021,461081713
2021,457797564
2021,457736002
2021,458286233
2021,460674939
2021,458554035
2021,459205379
2021,458394386
2021,458999918
2021,458218393
2021,458789266
2021,461615673
2021,459443678
2021,458216469
2021,457625053
2021,455282479
2021,461839438
2021,457733048
2021,461431415
2021,460975659
2021,457133315
2021,459269952
2021,460284156
2021,455078788
2021,459017401
2021,458561334
2021,458312810
2021,458618698
2021,458250713
2021,460867723
2021,459425143
2021,459557353
2021,453453921
2021,464910663
2021,463116769
2021,465045681
2021,465165476
2021,466311091
2021,462521490
2021,463361129
2021,463866191
2021,462464468
2021,463577933
2021,464007475
2021,463785752
2021,463238100
2021,462121758
2021,462821396
2021,544294114
2021,463983249
2021,465374211
2021,464366580
2021,465718507
2021,462818503
2021,466095712
2021,461167357
2021,462678028
2021,464516738
2021,466153080
2021,464129478
2021,461672529
2021,897398196
2021,466088573
2021,462075266
2021,462853948
2021,466279169
2021,462887126
2021,464556634
2021,463147404
2021,464842000
2021,463079680
2021,465029986
2021,462499130
2021,466806541
2021,465398640
2021,462077366
2021,463299019
2021,504076946
2021,467586220
2021,470453163
2021,467387138
2021,466267192
2021,468046858
2021,472545245
2021,471131706
2021,466095712
2021,471745018
2021,472027382
2021,467618042
2021,465231726
2021,468318578
2021,470233831
2021,464871141
2021,466980332
2021,469996815
2021,468530343
2021,467624324
2021,468114830
2021,466932143
2021,470233807
2021,468127987
2021,467115654
2021,466606126
2021,467782012
2021,470571448
2021,468170243
2021,469540034
2021,465779093
2021,467800955
2021,466899734
2021,468311606
2021,468709457
2021,468737510
2021,469965856
2021,471499808
